time,station,temp_c,temp_f,wind_speed_km,wind_speed_mi
2025-11-23 17:40:30 EST,KHGR,9,48.2,9.252,5.782
2025-11-23 18:13:03 EST,KHGR,10,50,0,0
2025-11-23 18:36:42 EST,KHGR,9,48.2,9.252,5.782
2025-11-23 20:05:16 EST,KHGR,9,48.2,0,0
2025-11-23 22:07:35 EST,KHGR,9,48.2,7.416,4.635
2025-11-23 23:08:09 EST,KHGR,9,48.2,9.252,5.782
2025-11-23 23:51:43 EST,KHGR,9,48.2,7.416,4.635
2025-11-24 00:16:09 EST,KHGR,8.9,48.02,9.36,5.85
2025-11-24 00:43:00 EST,KHGR,8,46.4,9.252,5.782
2025-11-24 01:21:56 EST,KHGR,7,44.6,0,0
2025-11-24 02:14:46 EST,KHGR,7,44.6,18.504,11.565
2025-11-24 02:38:31 EST,KHGR,6,42.8,11.124,6.952
2025-11-24 04:17:47 EST,KHGR,6,42.8,5.544,3.465
2025-11-24 04:45:00 EST,KHGR,7,44.6,9.252,5.782
2025-11-24 05:16:27 EST,KHGR,7,44.6,11.124,6.952
2025-11-24 05:46:00 EST,KHGR,4,39.2,0,0
2025-11-24 06:12:55 EST,KHGR,4,39.2,5.544,3.465
2025-11-24 06:37:45 EST,KHGR,5,41,5.544,3.465
2025-11-24 07:27:57 EST,KHGR,4,39.2,0,0
2025-11-24 08:09:20 EST,KHGR,3,37.4,7.416,4.635
2025-11-24 08:50:13 EST,KHGR,6,42.8,5.544,3.465
2025-11-24 09:14:46 EST,KHGR,8,46.4,0,0
2025-11-24 09:44:28 EST,KHGR,9,48.2,11.124,6.952
2025-11-24 10:16:11 EST,KHGR,9,48.2,14.832,9.27
2025-11-24 10:43:11 EST,KHGR,10,50,11.124,6.952
2025-11-24 11:15:46 EST,KHGR,11,51.8,11.124,6.952
2025-11-24 11:43:49 EST,KHGR,11,51.8,11.124,6.952
2025-11-24 12:13:43 EST,KHGR,12,53.6,9.252,5.782
2025-11-24 12:41:33 EST,KHGR,12,53.6,0,0
2025-11-24 13:21:06 EST,KHGR,13,55.4,7.416,4.635
2025-11-24 13:51:06 EST,KHGR,12,53.6,0,0
2025-11-24 14:09:36 EST,KHGR,12,53.6,0,0
2025-11-24 14:35:14 EST,KHGR,13,55.4,5.544,3.465
2025-11-24 15:15:58 EST,KHGR,13,55.4,0,0
2025-11-24 15:40:10 EST,KHGR,13,55.4,9.252,5.782
2025-11-24 16:13:51 EST,KHGR,12,53.6,9.252,5.782
2025-11-24 16:38:20 EST,KHGR,12,53.6,7.416,4.635
2025-11-24 17:12:49 EST,KHGR,12,53.6,5.544,3.465
2025-11-24 17:41:05 EST,KHGR,11,51.8,5.544,3.465
2025-11-24 18:13:33 EST,KHGR,11,51.8,7.416,4.635
2025-11-24 18:38:00 EST,KHGR,9,48.2,7.416,4.635
2025-11-24 20:00:32 EST,KHGR,8,46.4,11.124,6.952
2025-11-24 21:47:00 EST,KHGR,9,48.2,9.252,5.782
2025-11-24 22:45:21 EST,KHGR,8,46.4,7.416,4.635
2025-11-24 23:20:14 EST,KHGR,9,48.2,11.124,6.952
2025-11-24 23:45:58 EST,KHGR,8,46.4,7.416,4.635
2025-11-25 00:14:58 EST,KHGR,9,48.2,11.124,6.952
2025-11-25 00:42:19 EST,KHGR,9,48.2,9.252,5.782
2025-11-25 01:52:56 EST,KHGR,9,48.2,18.504,11.565
2025-11-25 02:15:29 EST,KHGR,8,46.4,12.96,8.1
2025-11-25 02:39:08 EST,KHGR,9,48.2,16.668,10.417
2025-11-25 03:20:00 EST,KHGR,9,48.2,11.124,6.952
2025-11-25 03:48:48 EST,KHGR,9,48.2,14.832,9.27
2025-11-25 04:17:20 EST,KHGR,9,48.2,16.668,10.417
2025-11-25 04:43:48 EST,KHGR,9,48.2,16.668,10.417
2025-11-25 05:17:15 EST,KHGR,9,48.2,18.504,11.565
2025-11-25 05:47:11 EST,KHGR,9,48.2,20.376,12.735
2025-11-25 06:13:12 EST,KHGR,9,48.2,20.376,12.735
2025-11-25 06:37:42 EST,KHGR,9,48.2,20.376,12.735
2025-11-25 07:28:32 EST,KHGR,9,48.2,22.212,13.882
2025-11-25 08:09:24 EST,KHGR,9,48.2,22.212,13.882
2025-11-25 08:50:15 EST,KHGR,9,48.2,24.084,15.052
2025-11-25 09:15:07 EST,KHGR,10,50,24.084,15.052
2025-11-25 09:44:59 EST,KHGR,10,50,24.084,15.052
2025-11-25 10:15:44 EST,KHGR,10,50,24.084,15.052
2025-11-25 10:43:55 EST,KHGR,11,51.8,22.212,13.882
2025-11-25 11:18:23 EST,KHGR,12,53.6,22.212,13.882
2025-11-25 11:50:58 EST,KHGR,11,51.8,20.376,12.735
2025-11-25 12:14:45 EST,KHGR,11,51.8,18.504,11.565
2025-11-25 12:41:58 EST,KHGR,11,51.8,18.504,11.565
2025-11-25 13:20:58 EST,KHGR,10,50,18.504,11.565
2025-11-25 13:49:48 EST,KHGR,9,48.2,11.124,6.952
2025-11-25 14:12:19 EST,KHGR,9,48.2,11.124,6.952
2025-11-25 14:37:04 EST,KHGR,9,48.2,11.124,6.952
2025-11-25 15:15:32 EST,KHGR,9,48.2,12.96,8.1
2025-11-25 15:42:13 EST,KHGR,9,48.2,9.252,5.782
2025-11-25 16:13:24 EST,KHGR,9,48.2,5.544,3.465
2025-11-25 16:37:59 EST,KHGR,9,48.2,5.544,3.465
2025-11-25 17:14:10 EST,KHGR,9,48.2,7.416,4.635
2025-11-25 17:41:50 EST,KHGR,9,48.2,9.252,5.782
2025-11-25 18:13:07 EST,KHGR,9,48.2,5.544,3.465
2025-11-25 18:38:01 EST,KHGR,9,48.2,5.544,3.465
2025-11-25 20:01:36 EST,KHGR,9,48.2,0,0
2025-11-25 21:56:23 EST,KHGR,8,46.4,5.544,3.465
2025-11-25 22:44:53 EST,KHGR,8,46.4,0,0
2025-11-25 23:20:00 EST,KHGR,8,46.4,0,0
2025-11-25 23:46:29 EST,KHGR,8,46.4,5.544,3.465
2025-11-26 00:14:17 EST,KHGR,8,46.4,5.544,3.465
2025-11-26 00:41:49 EST,KHGR,8,46.4,5.544,3.465
2025-11-26 01:21:19 EST,KHGR,8,46.4,0,0
2025-11-26 01:52:30 EST,KHGR,7,44.6,5.544,3.465
2025-11-26 02:14:43 EST,KHGR,7,44.6,0,0
2025-11-26 02:39:22 EST,KHGR,7,44.6,0,0
2025-11-26 03:19:28 EST,KHGR,7,44.6,11.124,6.952
2025-11-26 03:48:27 EST,KHGR,7,44.6,5.544,3.465
2025-11-26 04:16:37 EST,KHGR,7,44.6,7.416,4.635
2025-11-26 04:43:22 EST,KHGR,7,44.6,0,0
2025-11-26 05:16:03 EST,KHGR,7,44.6,0,0
2025-11-26 05:45:55 EST,KHGR,7,44.6,0,0
2025-11-26 06:12:42 EST,KHGR,8,46.4,9.252,5.782
2025-11-26 06:37:33 EST,KHGR,7,44.6,18.504,11.565
2025-11-26 07:29:19 EST,KHGR,7,44.6,14.76,9.225
2025-11-26 08:11:17 EST,KHGR,7,44.6,7.56,4.725
2025-11-26 08:50:35 EST,KHGR,8,46.4,5.544,3.465
2025-11-26 09:15:05 EST,KHGR,9,48.2,7.416,4.635
2025-11-26 09:44:43 EST,KHGR,8,46.4,11.16,6.975
2025-11-26 10:13:32 EST,KHGR,10,50,12.96,8.1
2025-11-26 10:42:06 EST,KHGR,12,53.6,12.96,8.1
2025-11-26 11:17:46 EST,KHGR,13,55.4,9.252,5.782
2025-11-26 11:49:13 EST,KHGR,14,57.2,14.832,9.27
2025-11-26 12:13:05 EST,KHGR,14,57.2,14.832,9.27
2025-11-26 12:41:00 EST,KHGR,14,57.2,11.16,6.975
2025-11-26 13:17:30 EST,KHGR,16,60.8,12.96,8.1
2025-11-26 13:46:18 EST,KHGR,17,62.6,11.124,6.952
2025-11-26 14:11:36 EST,KHGR,14,57.2,18.504,11.565
2025-11-26 15:15:37 EST,KHGR,17,62.6,16.668,10.417
2025-11-26 16:12:29 EST,KHGR,17,62.6,25.92,16.2
2025-11-26 17:40:44 EST,KHGR,13,55.4,27.792,17.37
2025-11-26 23:18:37 EST,KHGR,6,42.8,33.336,20.835
2025-11-26 23:44:52 EST,KHGR,6,42.8,29.628,18.517
2025-11-27 00:15:07 EST,KHGR,6,42.8,25.92,16.2
2025-11-27 01:52:50 EST,KHGR,6,42.8,25.92,16.2
2025-11-27 02:39:40 EST,KHGR,5,41,22.212,13.882
2025-11-27 04:41:51 EST,KHGR,4,39.2,22.212,13.882
2025-11-27 05:15:26 EST,KHGR,4,39.2,9.252,5.782
2025-11-27 05:45:02 EST,KHGR,4,39.2,20.376,12.735
2025-11-27 06:37:53 EST,KHGR,4,39.2,20.376,12.735
2025-11-27 07:27:41 EST,KHGR,4,39.2,27.72,17.325
2025-11-27 08:08:23 EST,KHGR,3,37.4,31.5,19.688
2025-11-27 08:48:44 EST,KHGR,3,37.4,27.792,17.37
2025-11-27 09:14:13 EST,KHGR,3,37.4,24.084,15.052
2025-11-27 09:42:57 EST,KHGR,4,39.2,25.92,16.2
2025-11-27 10:14:38 EST,KHGR,3,37.4,27.792,17.37
2025-11-27 10:41:20 EST,KHGR,4,39.2,20.376,12.735
2025-11-27 11:17:03 EST,KHGR,3,37.4,24.084,15.052
2025-11-27 13:19:00 EST,KHGR,3,37.4,16.668,10.417
2025-11-27 13:47:33 EST,KHGR,3,37.4,25.92,16.2
2025-11-27 14:34:36 EST,KHGR,3,37.4,22.212,13.882
2025-11-27 15:12:58 EST,KHGR,3,37.4,25.92,16.2
2025-11-27 16:12:52 EST,KHGR,3,37.4,25.92,16.2
2025-11-27 18:13:29 EST,KHGR,2,35.6,25.92,16.2
2025-11-27 18:36:56 EST,KHGR,2,35.6,16.668,10.417
2025-11-27 19:59:46 EST,KHGR,1,33.8,22.212,13.882
2025-11-27 23:17:52 EST,KHGR,1,33.8,25.92,16.2
2025-11-28 00:42:41 EST,KHGR,1,33.8,22.212,13.882
2025-11-28 02:39:04 EST,KHGR,1,33.8,22.212,13.882
2025-11-28 04:14:53 EST,KHGR,-1,30.2,16.668,10.417
2025-11-28 04:40:30 EST,KHGR,-1,30.2,18.504,11.565
2025-11-28 05:16:05 EST,KHGR,-1,30.2,22.212,13.882
2025-11-28 05:44:19 EST,KHGR,-1,30.2,24.084,15.052
2025-11-28 06:12:37 EST,KHGR,-1,30.2,24.084,15.052
2025-11-28 07:26:25 EST,KHGR,-1,30.2,14.832,9.27
2025-11-28 09:41:51 EST,KHGR,1,33.8,29.628,18.517
2025-11-28 10:13:48 EST,KHGR,1,33.8,25.92,16.2
2025-11-28 10:39:25 EST,KHGR,2,35.6,25.92,16.2
2025-11-28 11:17:01 EST,KHGR,2,35.6,20.376,12.735
2025-11-28 11:46:00 EST,KHGR,2,35.6,24.084,15.052
2025-11-28 12:12:26 EST,KHGR,2,35.6,24.084,15.052
2025-11-28 12:38:42 EST,KHGR,2,35.6,24.084,15.052
2025-11-28 14:11:06 EST,KHGR,2.2,35.96,25.92,16.2
2025-11-28 15:15:00 EST,KHGR,2,35.6,24.084,15.052
2025-11-28 16:36:08 EST,KHGR,1,33.8,16.668,10.417
2025-11-28 17:13:00 EST,KHGR,1,33.8,16.668,10.417
2025-11-28 17:39:36 EST,KHGR,1,33.8,16.668,10.417
2025-11-28 18:13:19 EST,KHGR,1,33.8,14.832,9.27
2025-11-28 18:36:41 EST,KHGR,1,33.8,12.96,8.1
2025-11-28 19:59:35 EST,KHGR,1,33.8,24.084,15.052
2025-11-28 21:41:46 EST,KHGR,1,33.8,12.96,8.1
2025-11-28 22:41:57 EST,KHGR,0,32,11.124,6.952
2025-11-28 23:17:18 EST,KHGR,1,33.8,16.668,10.417
2025-11-29 00:13:42 EST,KHGR,1,33.8,22.212,13.882
2025-11-29 00:41:17 EST,KHGR,0,32,22.212,13.882
2025-11-29 01:19:16 EST,KHGR,0,32,22.212,13.882
2025-11-29 01:48:44 EST,KHGR,1,33.8,16.668,10.417
2025-11-29 02:13:27 EST,KHGR,0,32,12.96,8.1
2025-11-29 02:36:23 EST,KHGR,0,32,9.252,5.782
2025-11-29 03:17:49 EST,KHGR,0,32,12.96,8.1
2025-11-29 03:44:50 EST,KHGR,0,32,14.832,9.27
2025-11-29 04:13:40 EST,KHGR,-1,30.2,12.96,8.1
2025-11-29 04:38:31 EST,KHGR,-1,30.2,9.252,5.782
2025-11-29 05:14:01 EST,KHGR,-1,30.2,11.124,6.952
2025-11-29 05:41:26 EST,KHGR,-1,30.2,9.252,5.782
2025-11-29 06:10:44 EST,KHGR,-2,28.4,9.252,5.782
2025-11-29 06:35:11 EST,KHGR,-2,28.4,9.252,5.782
2025-11-29 07:24:17 EST,KHGR,-2,28.4,5.544,3.465
2025-11-29 08:02:52 EST,KHGR,-2,28.4,5.544,3.465
2025-11-29 08:42:07 EST,KHGR,-1,30.2,7.416,4.635
2025-11-29 09:12:15 EST,KHGR,0,32,9.252,5.782
2025-11-29 09:39:23 EST,KHGR,1,33.8,12.96,8.1
2025-11-29 10:12:55 EST,KHGR,2,35.6,18.504,11.565
2025-11-29 10:36:58 EST,KHGR,2,35.6,20.376,12.735
2025-11-29 11:15:14 EST,KHGR,3,37.4,7.416,4.635
2025-11-29 11:43:47 EST,KHGR,3,37.4,14.832,9.27
2025-11-29 12:12:04 EST,KHGR,3,37.4,11.124,6.952
2025-11-29 12:37:58 EST,KHGR,4,39.2,12.96,8.1
2025-11-29 13:46:34 EST,KHGR,4,39.2,11.124,6.952
2025-11-29 14:10:42 EST,KHGR,4,39.2,9.252,5.782
2025-11-29 14:35:03 EST,KHGR,4,39.2,9.252,5.782
2025-11-29 15:14:44 EST,KHGR,4,39.2,0,0
2025-11-29 15:40:09 EST,KHGR,5,41,0,0
2025-11-29 16:11:47 EST,KHGR,4,39.2,0,0
2025-11-29 16:35:49 EST,KHGR,4,39.2,5.544,3.465
2025-11-29 17:12:35 EST,KHGR,3,37.4,5.544,3.465
2025-11-29 17:40:17 EST,KHGR,3,37.4,7.416,4.635
2025-11-29 18:12:45 EST,KHGR,2,35.6,7.416,4.635
2025-11-29 18:37:16 EST,KHGR,2,35.6,9.252,5.782
2025-11-29 20:08:41 EST,KHGR,1.1,33.98,11.16,6.975
2025-11-29 22:10:17 EST,KHGR,2,35.6,9.252,5.782
2025-11-29 23:08:32 EST,KHGR,3,37.4,16.668,10.417
2025-11-29 23:51:54 EST,KHGR,2,35.6,18.504,11.565
2025-11-30 00:13:58 EST,KHGR,2,35.6,16.668,10.417
2025-11-30 00:41:41 EST,KHGR,2,35.6,18.504,11.565
2025-11-30 01:20:17 EST,KHGR,2,35.6,20.376,12.735
2025-11-30 01:50:09 EST,KHGR,2,35.6,22.212,13.882
2025-11-30 02:13:18 EST,KHGR,2,35.6,20.376,12.735
2025-11-30 02:34:57 EST,KHGR,2,35.6,25.92,16.2
2025-11-30 03:16:46 EST,KHGR,2,35.6,22.212,13.882
2025-11-30 03:43:03 EST,KHGR,2,35.6,22.212,13.882
2025-11-30 04:13:18 EST,KHGR,2,35.6,22.212,13.882
2025-11-30 04:37:03 EST,KHGR,2,35.6,25.92,16.2
2025-11-30 05:40:51 EST,KHGR,2,35.6,24.084,15.052
2025-11-30 06:10:53 EST,KHGR,2,35.6,22.212,13.882
2025-11-30 06:34:56 EST,KHGR,2,35.6,18.504,11.565
2025-11-30 07:23:44 EST,KHGR,0,32,25.92,16.2
2025-11-30 08:01:39 EST,KHGR,1,33.8,20.376,12.735
2025-11-30 08:42:08 EST,KHGR,1,33.8,22.212,13.882
2025-11-30 09:12:21 EST,KHGR,1,33.8,24.084,15.052
2025-11-30 09:38:59 EST,KHGR,1,33.8,24.084,15.052
2025-11-30 10:12:35 EST,KHGR,2,35.6,24.084,15.052
2025-11-30 10:37:15 EST,KHGR,2,35.6,22.212,13.882
2025-11-30 11:15:41 EST,KHGR,3,37.4,22.212,13.882
2025-11-30 11:43:49 EST,KHGR,3,37.4,16.668,10.417
2025-11-30 12:11:40 EST,KHGR,4,39.2,20.376,12.735
2025-11-30 12:38:20 EST,KHGR,4,39.2,18.504,11.565
2025-11-30 13:18:08 EST,KHGR,6,42.8,20.376,12.735
2025-11-30 13:46:34 EST,KHGR,7,44.6,20.376,12.735
2025-11-30 14:11:03 EST,KHGR,7,44.6,22.212,13.882
2025-11-30 14:34:57 EST,KHGR,7,44.6,18.504,11.565
2025-11-30 15:15:09 EST,KHGR,7,44.6,14.832,9.27
2025-11-30 15:40:23 EST,KHGR,7,44.6,16.668,10.417
2025-11-30 16:12:16 EST,KHGR,7,44.6,20.376,12.735
2025-11-30 16:36:40 EST,KHGR,7,44.6,16.668,10.417
2025-11-30 17:13:14 EST,KHGR,6,42.8,11.124,6.952
2025-11-30 17:40:56 EST,KHGR,6,42.8,9.252,5.782
2025-11-30 18:12:52 EST,KHGR,7,44.6,11.124,6.952
2025-11-30 18:37:20 EST,KHGR,7,44.6,7.416,4.635
2025-11-30 22:22:00 EST,KHGR,3,37.4,22.212,13.882
2025-11-30 23:33:25 EST,KHGR,2,35.6,22.212,13.882
2025-12-01 01:23:25 EST,KHGR,2,35.6,22.212,13.882
2025-12-01 01:54:46 EST,KHGR,1,33.8,16.668,10.417
2025-12-01 02:18:16 EST,KHGR,2,35.6,11.124,6.952
2025-12-01 02:42:10 EST,KHGR,2,35.6,16.668,10.417
2025-12-01 03:22:05 EST,KHGR,1,33.8,12.96,8.1
2025-12-01 04:20:47 EST,KHGR,2,35.6,27.792,17.37
2025-12-01 04:48:08 EST,KHGR,2,35.6,18.504,11.565
2025-12-01 05:17:20 EST,KHGR,2,35.6,18.504,11.565
2025-12-01 05:47:17 EST,KHGR,2,35.6,18.504,11.565
2025-12-01 06:13:23 EST,KHGR,2,35.6,18.504,11.565
2025-12-01 06:37:56 EST,KHGR,2,35.6,12.96,8.1
2025-12-01 07:28:34 EST,KHGR,2,35.6,12.96,8.1
2025-12-01 08:11:33 EST,KHGR,2,35.6,11.124,6.952
2025-12-01 08:52:00 EST,KHGR,2,35.6,11.124,6.952
2025-12-01 09:15:24 EST,KHGR,2,35.6,14.832,9.27
2025-12-01 09:46:43 EST,KHGR,3,37.4,14.832,9.27
2025-12-01 10:15:30 EST,KHGR,3,37.4,16.668,10.417
2025-12-01 10:42:53 EST,KHGR,4,39.2,14.832,9.27
2025-12-01 11:19:20 EST,KHGR,3,37.4,5.544,3.465
2025-12-01 11:51:30 EST,KHGR,4,39.2,12.96,8.1
2025-12-01 12:16:27 EST,KHGR,4,39.2,20.376,12.735
2025-12-01 12:47:26 EST,KHGR,4,39.2,5.544,3.465
2025-12-01 13:22:53 EST,KHGR,4,39.2,11.124,6.952
2025-12-01 13:55:43 EST,KHGR,5,41,7.416,4.635
2025-12-01 14:16:38 EST,KHGR,5,41,5.544,3.465
2025-12-01 14:40:14 EST,KHGR,5,41,7.416,4.635
2025-12-01 15:15:15 EST,KHGR,6,42.8,11.124,6.952
2025-12-01 15:38:48 EST,KHGR,4,39.2,5.544,3.465
2025-12-01 16:12:22 EST,KHGR,4,39.2,5.544,3.465
2025-12-01 16:34:51 EST,KHGR,3,37.4,9.252,5.782
2025-12-01 17:12:39 EST,KHGR,3,37.4,7.416,4.635
2025-12-01 17:41:15 EST,KHGR,2,35.6,7.416,4.635
2025-12-01 18:38:44 EST,KHGR,2,35.6,5.544,3.465
2025-12-01 20:02:37 EST,KHGR,1,33.8,9.252,5.782
2025-12-01 22:01:56 EST,KHGR,0,32,11.124,6.952
2025-12-01 22:52:39 EST,KHGR,0,32,9.252,5.782
2025-12-01 23:24:26 EST,KHGR,1,33.8,11.124,6.952
2025-12-01 23:49:06 EST,KHGR,1,33.8,11.124,6.952
2025-12-02 00:14:37 EST,KHGR,1,33.8,9.252,5.782
2025-12-02 00:42:42 EST,KHGR,1,33.8,11.124,6.952
2025-12-02 01:22:52 EST,KHGR,2,35.6,14.832,9.27
2025-12-02 01:53:56 EST,KHGR,2,35.6,12.96,8.1
2025-12-02 02:17:13 EST,KHGR,2,35.6,12.96,8.1
2025-12-02 02:41:36 EST,KHGR,2,35.6,12.96,8.1
2025-12-02 03:20:55 EST,KHGR,2,35.6,14.832,9.27
2025-12-02 03:51:44 EST,KHGR,2,35.6,20.376,12.735
2025-12-02 04:19:56 EST,KHGR,2,35.6,16.668,10.417
2025-12-02 04:46:53 EST,KHGR,1,33.8,20.376,12.735
2025-12-02 05:16:47 EST,KHGR,0,32,11.124,6.952
2025-12-02 05:46:29 EST,KHGR,0,32,9.252,5.782
2025-12-02 06:14:23 EST,KHGR,0,32,9.252,5.782
2025-12-02 06:39:20 EST,KHGR,0,32,11.124,6.952
2025-12-02 07:29:20 EST,KHGR,1,33.8,7.416,4.635
2025-12-02 08:11:51 EST,KHGR,1,33.8,7.416,4.635
2025-12-02 08:52:54 EST,KHGR,1,33.8,11.124,6.952
2025-12-02 09:16:27 EST,KHGR,1,33.8,5.544,3.465
2025-12-02 09:47:10 EST,KHGR,1,33.8,7.416,4.635
2025-12-02 10:16:15 EST,KHGR,1,33.8,5.544,3.465
2025-12-02 10:44:22 EST,KHGR,1,33.8,5.544,3.465
2025-12-02 11:19:30 EST,KHGR,1,33.8,7.416,4.635
2025-12-02 11:52:15 EST,KHGR,1,33.8,7.416,4.635
2025-12-02 12:24:35 EST,KHGR,2,35.6,0,0
2025-12-02 12:45:07 EST,KHGR,2,35.6,11.124,6.952
2025-12-02 13:22:04 EST,KHGR,1,33.8,16.668,10.417
2025-12-02 13:54:23 EST,KHGR,1,33.8,11.124,6.952
2025-12-02 14:15:01 EST,KHGR,2,35.6,9.252,5.782
2025-12-02 14:38:54 EST,KHGR,2,35.6,11.124,6.952
2025-12-02 15:24:16 EST,KHGR,3,37.4,9.252,5.782
2025-12-02 15:43:33 EST,KHGR,3,37.4,12.96,8.1
2025-12-02 16:14:15 EST,KHGR,3,37.4,7.416,4.635
2025-12-02 16:37:03 EST,KHGR,3,37.4,9.252,5.782
2025-12-02 17:12:56 EST,KHGR,3,37.4,9.252,5.782
2025-12-02 17:39:38 EST,KHGR,3,37.4,14.832,9.27
2025-12-02 18:13:13 EST,KHGR,2,35.6,11.124,6.952
2025-12-02 18:37:46 EST,KHGR,2,35.6,16.668,10.417
2025-12-02 20:02:57 EST,KHGR,2,35.6,25.92,16.2
2025-12-02 21:57:55 EST,KHGR,2,35.6,24.084,15.052
2025-12-02 22:50:19 EST,KHGR,2,35.6,27.792,17.37
2025-12-02 23:22:42 EST,KHGR,2,35.6,18.504,11.565
2025-12-02 23:48:15 EST,KHGR,1,33.8,20.376,12.735
2025-12-03 00:15:07 EST,KHGR,1,33.8,22.212,13.882
2025-12-03 00:41:58 EST,KHGR,1,33.8,25.92,16.2
2025-12-03 01:22:18 EST,KHGR,1,33.8,24.084,15.052
2025-12-03 01:52:54 EST,KHGR,1,33.8,24.084,15.052
2025-12-03 02:16:31 EST,KHGR,1,33.8,18.504,11.565
2025-12-03 02:41:24 EST,KHGR,1,33.8,11.124,6.952
2025-12-03 03:20:18 EST,KHGR,0,32,11.124,6.952
2025-12-03 03:50:25 EST,KHGR,1,33.8,14.832,9.27
2025-12-03 04:18:51 EST,KHGR,0,32,11.124,6.952
2025-12-03 04:44:28 EST,KHGR,-1,30.2,16.668,10.417
2025-12-03 05:16:23 EST,KHGR,-1,30.2,14.832,9.27
2025-12-03 05:47:56 EST,KHGR,-2,28.4,7.416,4.635
2025-12-03 06:13:44 EST,KHGR,-3,26.6,9.252,5.782
2025-12-03 06:39:15 EST,KHGR,-1,30.2,7.416,4.635
2025-12-03 07:28:37 EST,KHGR,0,32,11.124,6.952
2025-12-03 08:11:49 EST,KHGR,1,33.8,9.252,5.782
2025-12-03 08:52:45 EST,KHGR,1,33.8,0,0
2025-12-03 09:15:47 EST,KHGR,1,33.8,7.416,4.635
2025-12-03 09:46:55 EST,KHGR,1,33.8,0,0
2025-12-03 10:15:47 EST,KHGR,2,35.6,9.252,5.782
2025-12-03 10:44:38 EST,KHGR,2,35.6,12.96,8.1
2025-12-03 11:19:59 EST,KHGR,2,35.6,12.96,8.1
2025-12-03 11:52:48 EST,KHGR,3,37.4,7.416,4.635
2025-12-03 12:17:55 EST,KHGR,3,37.4,14.832,9.27
2025-12-03 12:44:28 EST,KHGR,4,39.2,12.96,8.1
2025-12-03 13:21:59 EST,KHGR,3,37.4,5.544,3.465
2025-12-03 13:53:09 EST,KHGR,4,39.2,7.416,4.635
2025-12-03 14:13:29 EST,KHGR,4,39.2,7.416,4.635
2025-12-03 14:37:36 EST,KHGR,3,37.4,9.252,5.782
2025-12-03 15:16:43 EST,KHGR,4,39.2,7.416,4.635
2025-12-03 15:44:48 EST,KHGR,4,39.2,9.252,5.782
2025-12-03 16:13:29 EST,KHGR,4,39.2,7.416,4.635
2025-12-03 16:35:22 EST,KHGR,4,39.2,5.544,3.465
2025-12-03 17:14:43 EST,KHGR,3,37.4,5.544,3.465
2025-12-03 17:42:14 EST,KHGR,3,37.4,5.544,3.465
2025-12-03 18:12:31 EST,KHGR,3,37.4,7.416,4.635
2025-12-03 18:38:47 EST,KHGR,3,37.4,5.544,3.465
2025-12-03 20:02:45 EST,KHGR,2,35.6,5.544,3.465
2025-12-03 21:59:43 EST,KHGR,1,33.8,7.416,4.635
2025-12-03 22:54:10 EST,KHGR,1,33.8,9.252,5.782
2025-12-03 23:24:50 EST,KHGR,1,33.8,12.96,8.1
2025-12-03 23:49:17 EST,KHGR,1,33.8,9.252,5.782
2025-12-04 00:15:06 EST,KHGR,1,33.8,9.252,5.782
2025-12-04 00:42:41 EST,KHGR,0,32,5.544,3.465
2025-12-04 01:21:49 EST,KHGR,0,32,5.544,3.465
2025-12-04 01:53:05 EST,KHGR,-1,30.2,9.252,5.782
2025-12-04 02:16:20 EST,KHGR,0,32,7.416,4.635
2025-12-04 02:40:41 EST,KHGR,-1,30.2,11.124,6.952
2025-12-04 03:21:01 EST,KHGR,1,33.8,7.416,4.635
2025-12-04 03:50:45 EST,KHGR,1,33.8,9.252,5.782
2025-12-04 04:18:03 EST,KHGR,-2,28.4,5.544,3.465
2025-12-04 04:44:59 EST,KHGR,0,32,7.416,4.635
2025-12-04 05:17:03 EST,KHGR,1,33.8,9.252,5.782
2025-12-04 05:47:18 EST,KHGR,1,33.8,5.544,3.465
2025-12-04 06:14:08 EST,KHGR,1,33.8,11.124,6.952
2025-12-04 06:39:10 EST,KHGR,2,35.6,9.252,5.782
2025-12-04 07:29:29 EST,KHGR,1,33.8,0,0
2025-12-04 08:12:40 EST,KHGR,1,33.8,12.96,8.1
2025-12-04 08:53:20 EST,KHGR,2,35.6,9.252,5.782
2025-12-04 09:15:55 EST,KHGR,2,35.6,14.832,9.27
2025-12-04 09:46:34 EST,KHGR,2,35.6,18.504,11.565
2025-12-04 10:16:46 EST,KHGR,3,37.4,22.212,13.882
2025-12-04 10:45:00 EST,KHGR,2,35.6,16.668,10.417
2025-12-04 11:19:21 EST,KHGR,3,37.4,20.376,12.735
2025-12-04T17:56:07Z,KHGR,3,37.4,0,0
2025-12-04T18:22:23Z,KHGR,4,39.2,0,0
2025-12-04T18:53:47Z,KHGR,4,39.2,0,0
2025-12-04T19:14:17Z,KHGR,4,39.2,0,0
2025-12-04T19:38:28Z,KHGR,4,39.2,0,0
2025-12-04T20:16:27Z,KHGR,3,37.4,27.792,17.37
2025-12-04T20:44:29Z,KHGR,3,37.4,0,0
2025-12-04T21:14:07Z,KHGR,3,37.4,24.084,15.052
2025-12-04T21:39:29Z,KHGR,2,35.6,20.376,12.735
2025-12-04T22:12:35Z,KHGR,1,33.8,11.124,6.952
2025-12-04T22:41:07Z,KHGR,0,32,14.832,9.27
2025-12-04T23:13:29Z,KHGR,1,33.8,22.212,13.882
